subject_id,topic_id,atomic_topic_id,question_id,question,a,b,c,answer,aolution,image_q,image_a,difficulty,question_type,Mock,Session
4,16,36,Q88,Linda Kammel allocates shares based on account surnames. Is this allocation method permissible?,Consistent with Code and Standards.,Not permissible under Code and Standards.,Permissible if clients are informed.,B,"The Answer is B. Allocating shares based on surnames rather than pro-rata distribution violates Standard III(B), Fair Dealing, which mandates fair treatment for all clients.",,,Easy,Conceptual,,1
4,16,33,Q89,An advisor shares research ideas immediately after a seminar with a prospective client. Is this a violation?,Violation of both Fair Dealing and Suitability.,Violation of Fair Dealing only.,No violation.,A,"The Answer is A. Violating Standard III(B), Fair Dealing, involves acting first on behalf of existing clients. It also violates Standard III(C), Suitability, if the advisor has not assessed the prospect's needs.",,,Easy,Conceptual,,1
4,16,34,Q90,An analyst receives benefits from a brokerage while trading for pension funds. What standards are violated?,Neither personal account privileges nor research.,Personal account privileges are a violation.,Free research reports are a violation.,B,"The Answer is B. Providing personal account privileges that benefit the analyst violates Standard III(A), Loyalty, Prudence, and Care. The research reports are not violations.",,,Easy,Conceptual,,1
4,16,36,Q91,Calvin Moore observes portfolio recommendations prioritized by portfolio size. How should he address this practice?,Report the issue to the CEO in writing.,Disassociate and seek legal advice.,No breach; continue the current practice.,B,"The Answer is B. Prioritizing higher-value portfolios breaches Standard III(B), Fair Dealing. Moore must disassociate himself and seek legal advice to avoid further complicity.",,,Easy,Conceptual,,1
4,16,35,Q92,What is least likely required of fiduciaries managing pension plans?,Supporting sponsor's management in proxy fights.,Judging investments in the total portfolio context.,Acting solely in participants' interests.,A,"The Answer is A. Standard III(A), Loyalty, Prudence, and Care, requires fiduciaries to act in plan participants' best interests during proxy fights, ensuring decisions align with participant welfare.",,,Easy,Conceptual,,1
4,16,33,Q93,An analyst receives special research reports while trading for a pension account. Is this activity a violation?,Not a violation of Standard III(A).,Violation of the Code of Ethics only.,Violation of both Standard III(A) and Ethics.,C,"The Answer is C. Receiving research for client trades is not a violation of Standard III(A), Loyalty, Prudence, and Care, as long as the arrangement is disclosed and benefits the client.",,,Easy,Conceptual,,1
4,16,34,Q94,Alan Cramer manages a corporate pension plan and is asked to invest solely in the company stock. What are his options?,"Invest a portion, ensuring prudent diversification.",Invest all assets if proven most prudent.,Not invest any assets in company stock.,A,"The Answer is A. Investing a portion of the plan in the company's stock is permissible under Standard III(A), Loyalty, Prudence, and Care, as long as the portfolio remains diversified.",,,Easy,Conceptual,,1
4,16,32,Q95,A money management firm notifies clients of new recommendations based on transaction size. Is this permissible?,Not a violation with signed consent forms.,Violation of Fair Dealing Standard.,Not a violation with client awareness.,B,"The Answer is B. Notifying clients based on transaction size violates Standard III(B), Fair Dealing. Client consent does not justify unfair treatment.",,,Easy,Conceptual,B,1
4,16,31,Q96,An independent analyst uses research facilities of a client's large holding brokerage. What are the conditions for compliance?,Disclose the relationship to the client.,Use resources to manage the client's account.,Both disclose and use to benefit client.,B,"The Answer is B. Under Standard III(A), Loyalty, Prudence, and Care, the analyst must disclose benefits and prioritize the client's interests in all decisions.",,,Easy,Conceptual,,1
4,16,32,Q97,"What is NOT a required or recommended action under Standard III(A) Loyalty, Prudence, and Care?",Vote proxies responsibly on behalf of clients.,Quarterly itemized statements to clients.,Use brokerage solely for client benefit.,C,The Answer is C. Voting proxies is not mandatory if a cost-benefit analysis indicates limited client advantage. Quarterly statements are recommended under Standard III(A).,,,Easy,Conceptual,,1
4,16,31,Q98,What is a correct statement regarding trade allocation methods under the Standards?,Pro-rata allocation across all suitable accounts.,Allocation based on compensation arrangements.,Any method disclosed and suitable to clients.,C,"The Answer is C. Allocating trades pro-rata across all suitable accounts ensures fair treatment under Standard III(B), Fair Dealing. Allocation based on compensation is prohibited.",,,Easy,Conceptual,,1
4,16,35,Q99,"Paul Salyer, a portfolio manager, is making a presentation to a prospective client. Paul says that as a new portfolio manager, he made an average annual rate of return of 50% in the last two years at his previous firm and that based on this, he can guarantee a 50% return to the client. Which of the following statements is in accordance with Standard III(D), Performance Presentation?",Imputing past performance to future performance.,Stating his past performance as long as it is fact.,Implying guaranteed future returns.,B,"The Answer is B. There is no evidence that he's lying about his past performance. He is in violation for implying that he can guarantee performance, for using short-term performance, and for imputing the manager's past performance to future performance.",,,Difficult,Conceptual,B,1
4,16,34,Q100,Which factor is least relevant for determining investment suitability?,Basic characteristics of the total portfolio.,Needs and circumstances of the client.,Best interests of the investment professional.,C,"The Answer is C. Standard III(C) Suitability requires that recommendations focus on the portfolio or client's needs, not the best interests of the investment professional.",,,Easy,Conceptual,,1
